K,cluster,rank,distance_to_centroid,question_id,title,clean_text
10,1,8,2.2036772,17046073,keyPressEvent on QDialog using IPython,"keypressevent on qdialog using ipython when escape key was pressed, qdialog will hide automatically. how to use keypressevent for qdialog using ipython?"
10,1,9,2.2145045,24077760,How to create graphic slider in Python that can be modified with mouse?,how to create graphic slider in python that can be modified with mouse? how can i create a graphic slider similar to a progress bar in pyqt that can be modified from 0 to 100 with mouse?
10,1,10,2.2265983,3452489,wxPython: How do I find out which widget has the focus?,wxpython: how do i find out which widget has the focus? how do i find out which widget in my wx.frame has the focus?
10,2,1,1.4567574,35510666,"Python/Selenium click on <div class=""foo'>",python/selenium click on is it possible?
10,2,2,1.5423828,697594,How to integrate BIRT with Python,how to integrate birt with python has anyone ever tried that?
10,2,3,1.5448743,38008453,Flask not interacting with Ajax,flask not interacting with ajax this script
10,2,4,1.6470071,113007,Writing to the windows logs in Python,writing to the windows logs in python is it possible to write to the windows logs in python?
10,2,5,1.7460525,1727429,Implement OpenID in Python,implement openid in python how should i implement openid in python using the openid api?
10,2,6,1.7605426,15941956,Python installation on aix,python installation on aix is it possible to install python on aix server. i have installed it on linux and windows but not able to find the correct installables for aix
10,2,7,1.8294858,1111356,Is there anything like HTTP::Recorder for Python?,is there anything like http::recorder for python? i really like perl's http::recorder. is there something like it for python?
10,2,8,1.8313128,30677288,Threading [Python/Threading],threading [python/threading] [edit] question has been completed.
10,2,9,1.8479556,1189253,How do I resolve an SRV record in Python?,how do i resolve an srv record in python? something which doesn't rely on native libraries would be better.
10,2,10,1.8558328,10831075,"How to automate UI using python, pls any can share example","how to automate ui using python, pls any can share example i have a web application i need to automate ui design using python script"
10,3,1,1.9484951,1959744,Python list problem,"python list problem python: m=[[0]*3]*2 for i in range(3): m[0][i]=1 print m i expect that this code should print [[1, 1, 1], [0, 0, 0]] but it prints [[1, 1, 1], [1, 1, 1]]"
10,3,2,1.9672686,36139,How do I sort a list of strings in Python?,how do i sort a list of strings in python? what is the best way of creating an alphabetically sorted list in python?
10,3,3,2.044312,27076503,Python: range function for decimal numbers,"python: range function for decimal numbers is there any range() function in python for float numbers for example a=0.6 if a in range(0,1): a=3 how can i implement this?"
10,3,4,2.0804148,4644025,Python how to sort this list?,"python how to sort this list? lst = [(1,(1,3,5)), (5,(2,3,4)),(3,(2,3,4))] i want to sort by the first value, descending order."
10,3,5,2.1118786,34124388,How to find indices in a multidimensional array?,"how to find indices in a multidimensional array? if i have the loop for x in multidimensional_array: # do something here can i find i, j such that x = multidimensional_array[i][j]?"
10,3,6,2.1158497,35761561,Largest Number in a list using python,"largest number in a list using python as a new programmer, how do i get the largest number from a list of integers and also get the last item in a string? can someone help out?"
10,3,7,2.1296732,29597831,How to convert a single number into a single item list in python,how to convert a single number into a single item list in python my solution: >>> i = 2 >>> list1 = [] >>> list1.append(i) >>> list1 [2] is there a more elegant solution?
10,3,8,2.1340744,4232433,"How to create a List given a variable ""x"" in Python?","how to create a list given a variable ""x"" in python? python: i have a variable say x. i need to create a list of name ""x"""
10,3,9,2.148911,9289427,About slices in Python,about slices in python is there any difference between mylist[:] and mylist[::]? what's the rationale for mylist[::0] to raise an error since negative steps are allowed?
10,3,10,2.1600196,31644677,how to take input in python when no of input are not defined,"how to take input in python when no of input are not defined this is an c++ code , how can i implement this in python ? while(scanf(""%lld"",&n)!=eof) { cout<"
10,4,1,1.9732605,22507707,Finding largest eigenvalue in sparse matrix,finding largest eigenvalue in sparse matrix i'm using numpy and scipy. i have a large sparse matrix and i want to find the largest eigenvalue of the sparse matrix. how can i do that?
10,4,2,2.036288,19738465,"Python satellite tracking with Orbitron, pyephem- positions not matching","python satellite tracking with orbitron, pyephem- positions not matching in reading tle and calculating the orbit of satellites, does pyephem regard the earth as the sphere or as the ellipse ?"
10,4,3,2.079747,37532410,How to visualize a SVM using Matplotlib in python?,how to visualize a svm using matplotlib in python? is there any way to visualize svm model in opencv using matplotlib in python like this one URL .
10,4,4,2.1104496,18902102,What is the equivalent of matlab's smooth3 function in python?,what is the equivalent of matlab's smooth3 function in python? i couldn't find an equivalent of matlab's smooth3 in python. how do you perform 3d smoothing in python?
10,4,5,2.1255634,32448939,How to set fontSize for xticks in boxplot using Python pylab module?,how to set fontsize for xticks in boxplot using python pylab module? i would like to change the fontsize of the labels for y axis using pylab. how could i do?
10,4,6,2.1302974,3520672,Can scipy calculate (double) integrals with complex-valued integrands (real and imaginary parts in integrand)?,can scipy calculate (double) integrals with complex-valued integrands (real and imaginary parts in integrand)? (couldn't upload the picture showing the integral as i'm a new user.)
10,4,7,2.130382,33525279,Pyqtgraph: How do I plot an ellipse or a circle,pyqtgraph: how do i plot an ellipse or a circle i would like plot circles or ellipses in pyqtgraph gl.glviewwidget(). however i did not find a function to do that. anyone know the way to do that?
10,4,8,2.1330557,6019473,Save matplotlib plot in grayscale,save matplotlib plot in grayscale i have some color plots that i need to be saved in grayscale. is there an easy way to do this without changing the plotting formats?
10,4,9,2.152759,15341762,How to determine size (in bytes) of a PyTables array?,how to determine size (in bytes) of a pytables array? how can i determine the size (in bytes) of a pytables array?
10,4,10,2.1601944,33879523,python - how can I generate a WAV file with beeps?,python - how can i generate a wav file with beeps? is there a way in python to generate a continuous series of beeps in increasing amplitude and export it into a wav file?
10,5,1,1.9130589,34013932,import tidy ImportError: No module named tidy,"import tidy importerror: no module named tidy tried installing pytidylib, but it did not work. any idea which is the correct package to get tidy?"
10,5,2,1.9497354,20254401,"Ubuntu installed fos but when import it, no shader","ubuntu installed fos but when import it, no shader i installed fos using github version, however when i tried to import fos, i got error said that no module named shader.lib, do i need to install a different version of it?"
10,5,3,2.0079365,37316356,how to install modules correctly in Pycharm?,"how to install modules correctly in pycharm? i want to install pil in python, but it seems i can't install the module correctly, is there anything that can solve the problem? (my python version is 2.7)"
10,5,4,2.0334833,11687302,PyCharm not recognizing Python files,pycharm not recognizing python files my pycharm is no longer recognizing python files (attached screenshot) the interpreter path is correctly set.
10,5,5,2.036446,39303157,How to install flaskext.mysql with yum/centos?,"how to install flaskext.mysql with yum/centos? while running a program, i get the error importerror: no module named flaskext.mysql. how can i fix this with yum?"
10,5,6,2.053981,12393044,IronPython in VisualStudio 2012,ironpython in visualstudio 2012 is there support ironpython in visualstudio 2012? i not found ironpython project in templates.
10,5,7,2.097252,122327,How do I find the location of my Python site-packages directory?,how do i find the location of my python site-packages directory? how do i find the location of my site-packages directory?
10,5,8,2.1186595,976506,Problem with Python interpreter in Eclipse,"problem with python interpreter in eclipse when trying to set the interpreter for python in eclipse by choosing the executable, clicking ok displays ""an error has occured."" does the interpreter name matter?"
10,5,9,2.1419392,36713290,Is it possible to have multiple py3 version?,is it possible to have multiple py3 version? i wanted to install python 3.4. but i don't want to downgrade my python3.5. is it possible to have both of them? how to get that using conda?
10,5,10,2.1426136,27927062,WInPython and PythonOCC,winpython and pythonocc trying to install pythonocc into winpython 2.7.6.4 without registering the winpy version to the machine. as i am using a portable version of winpython really struggling to get that to work. i have tried the package manager and it rejects the install. any ideas? thanks
10,6,1,1.4206513,11475885,python .replace() regex,"python .replace() regex i am trying to do a grab everything after the """
10,6,2,1.680259,5559349,python regular expression,python regular expression whats the regular expression in python for any string without the char '/'. thanks
10,6,3,1.7983913,919056,Case insensitive replace,case insensitive replace what's the easiest way to do a case-insensitive string replacement in python?
10,6,4,1.9457389,18232150,All expressions from one page,"all expressions from one page i have this code to retrieve information from a page: def between_strings(source, start='"
10,6,5,1.9730233,22362736,Get string of certain length out of a list,"get string of certain length out of a list what i am after is like this: list1 = [""well"", ""455"", ""antifederalist"", ""mooooooo""] something that pulls ""455"" from the list because of the number of characters."
10,6,6,2.023557,4419532,What's the fastest way to strip certain html tags in a Python string?,what's the fastest way to strip certain html tags in a python string? i'd like to strip all html / javascript except for: thanks.
10,6,7,2.0411491,15606138,Remove punctuation from a list of list of strings in python,"remove punctuation from a list of list of strings in python lets say i have a [[""hello, world!""],[""hello!!, world!!""]] i want it to produce [[""hello"",""world""],[""hello"",""world""]]"
10,6,8,2.0717425,7643579,Modify the width of a tab in a format string,modify the width of a tab in a format string is it possible to redefine the space width of a tab when printing a \t character in python?
10,6,9,2.0740328,7648878,Iterate python list and capitalize specific letters,"iterate python list and capitalize specific letters i have a list in python, which i'd like to iterate and capitalize every letter that isn't 'a', so turn this list: ['albert', 'angela', 'leo', 'bridget'] into: ['albert', 'angela', 'leo', 'bridget']"
10,6,10,2.0940835,6517793,Get key from dictionary,"get key from dictionary i just started with python, is there some iteration in dictionary like in php foreach(adata as key=>value)"
10,7,1,2.0419416,6341823,Python sending dictionary throught TCP,"python sending dictionary throught tcp i'm a python beginner, and i'm curious how can i send a dictionary through tcp"
10,7,2,2.1136177,5649540,Capturing/Return the output message of python logging,capturing/return the output message of python logging is there a way of obtaining/returning the message from a call to logging.debug()? thanks
10,7,3,2.1605034,2540043,Return current 11-digit timestamp in Python,return current 11-digit timestamp in python how can i return the current time of the local machine?
10,7,4,2.2115414,36452127,How to get the namspace of a url,"how to get the namspace of a url what is the namespace of the following url. URL and what is the wsdl format, if we write for in soap wsdl format"
10,7,5,2.2399175,13572522,How to make a socket client ready for sending and recieving without requiring an action from the server?,how to make a socket client ready for sending and recieving without requiring an action from the server? i have a server.py socket code and client.py. now i need the client to be always ready (in standby) to receive data even if it doesn't send any to the server. can that be done ?
10,7,6,2.2718792,6194736,How do I translate this to Python?,"how do i translate this to python? s1 = selenium::webdriver::remote.new :url => "" URL this is ruby. what's the equivalent in python?"
10,7,7,2.282216,27599654,"what is the meaning of this python code: <L in struct.pack(""<L"",self.src)","what is the meaning of this python code: my problem is to understand the meaning of: in this python code: self.src_address = socket.inet_ntoa(struct.pack("""
10,7,8,2.296928,2267568,How do I get the content-type from return of urlopen(url) in python2.x?,how do i get the content-type from return of urlopen(url) in python2.x? are theere any functions in 3.x using the http.client.httpmessage().get_content_type() ?
10,7,9,2.330946,1522636,should I call close() after urllib.urlopen()?,"should i call close() after urllib.urlopen()? i'm new to python and reading someone else's code: should urllib.urlopen() be followed by urllib.close()? otherwise, one would leak connections, correct?"
10,7,10,2.3755553,1497038,How to display outcoming and incoming SOAP message for ZSI.ServiceProxy in Python?,how to display outcoming and incoming soap message for zsi.serviceproxy in python? how to display a soap message generated by zsi.serviceproxy and a respond from a web service when a web service method is invoked?
10,8,1,1.8769332,15675667,column matrix representation in python,"column matrix representation in python how can i represent a column matrix and row matrix in python? a =[1,2,3,4] and 1 2 3 4"
10,8,2,2.0527153,13356680,Python Convert to date and compare,python convert to date and compare i have two strings like 1352789792.757637 and 1352789919.235815. how to convert them back to time and compare? thanks for help
10,8,3,2.1579769,31973169,Summarizing DataFrame using partitioned columnwise means,"summarizing dataframe using partitioned columnwise means i want to take a dataframe that's a million lines long, and summarize it so i take the columnwise mean of every block of 20 rows. is there an easy way to do this?"
10,8,4,2.1828322,5513615,Add 'decimal-mark' thousands separators to a number,add 'decimal-mark' thousands separators to a number how do i format 1000000 to 1.000.000 in python? where the '.' is the decimal-mark thousands separator.
10,8,5,2.1968672,23975202,Python: Convince Decimal to not use the E notation,python: convince decimal to not use the e notation how can i get rid of this rewriting? in [38]: decimal('0.000000000000001') out[38]: decimal('1e-15')
10,8,6,2.1987207,34539959,How to round dates to week starts in Pandas,how to round dates to week starts in pandas i'm having a dataframe with a date column. how can i map each date d to the start day of the week containing d?
10,8,7,2.2151873,37693497,how to add specific elements of a tuple,"how to add specific elements of a tuple i have: ([(5,2),(7,2)],[(5,1),(7,3),(11,1)]) i need to add the second elements having the same first element. output:[(5,3),(7,5),(11,1)]"
10,8,8,2.2720256,15801883,How to tell the order of two datetime objects in python?,"how to tell the order of two datetime objects in python? how can i tell which of two datetime objects come first, chronologically, in python?"
10,8,9,2.3353627,30925695,retrieve different values from a single string with regular expressions and python,"retrieve different values from a single string with regular expressions and python suggest that i have this: valuestringdate = ""24/6/2010"" and i want to get something like this from the variable day = 24 month = 6 year = 2010"
10,8,10,2.343056,38892192,what is the best pratice of nested dict for mongoengine ODM?,"what is the best pratice of nested dict for mongoengine odm? i have some data like this in my mongodb: ""fetchedzipsize"" : { ""a"" : 1, ""b"" : 2, ""c"" : 3, ""d"" : 4, ""e"" : 5 }, how to i modeling it with mongoengine odm?"
10,9,1,1.5342442,9125997,How to call subclass methods in a superclass in Python,how to call subclass methods in a superclass in python i want to know how to call subclass methods in the superclass.
10,9,2,1.704742,4413912,Why is print not a function in python?,why is print not a function in python? why is print a keyword in python and not a function?
10,9,3,1.8163095,15147189,Class attr and methods,"class attr and methods with class attributes and methods, to reference them within the class, should we use classname. or self."
10,9,4,1.8418475,295670,What is a partial class?,what is a partial class? what is and how can it be used in c#. can you use the same concept in python/perl?
10,9,5,1.9325024,13881395,In Python what is a global statement?,"in python what is a global statement? what is a global statement? and how is it used? i have read python's official definition; however, it doesn't make a lot of sense to me."
10,9,6,1.93402,4039354,"Are boolean instance variables prepended with ""is"" in Python?","are boolean instance variables prepended with ""is"" in python? is it standard practice or convention in python to prepend boolean instance variables with is? for example: ""options.isverbose"""
10,9,7,1.967282,2083504,Is there any difference between UserDict and Dict?,"is there any difference between userdict and dict? if i want a class to have a dictionary behavior, why should i inherit from dict or userdict?"
10,9,8,1.9746149,7816363,if A vs if A is not None:,if a vs if a is not none: can i use: if a: instead of if a is not none: the latter seems so verbose. is there a difference?
10,9,9,1.985447,4981963,Where is the __builtin__ module in CPython,"where is the __builtin__ module in cpython i want to get the path and source code of the __builtin__ module, where can i get it?"
10,9,10,2.0960262,39644202,Assigning empty list,"assigning empty list i don't really know how i stumbled upon this, and i don't know what to think about it, but apparently [] = [] is a legal operation in python, so is [] = '', but '' = [] is not allowed. it doesn't seem to have any effect though, but i'm wondering: what the hell ?"
