K,topic,rank,term,weight
18,4,5,columns,1.0870240217064318
18,4,6,column,1.0427392640192203
18,4,7,index,0.6980293497664273
18,4,8,pandas dataframe,0.6450810674078262
18,4,9,data,0.6071289992684764
18,4,10,pd dataframe,0.6031775039359949
18,4,11,row,0.5788366773991764
18,4,12,rows,0.5417451885755052
18,4,13,nan,0.5166685790556229
18,4,14,df pd,0.4540627696399911
18,4,15,csv,0.4529424928924731
18,5,1,array,1.8123403979203354
18,5,2,numpy,1.4351342312835946
18,5,3,np,1.3403797873143697
18,5,4,numpy array,0.5680227240954809
18,5,5,np array,0.5105464179542798
18,5,6,arrays,0.4824395424614695
18,5,7,matrix,0.4308260882604096
18,5,8,shape,0.41695732251883316
18,5,9,import numpy,0.38401524136150067
18,5,10,numpy np,0.35787023413287483
18,5,11,dtype,0.293419265577964
18,5,12,zeros,0.2763875090831495
18,5,13,scipy,0.2631107629057298
18,5,14,2d,0.260340566616413
18,5,15,values,0.23441001833522404
18,6,1,url,1.5098503397136034
18,6,2,requests,0.612265823247477
18,6,3,page,0.6042425221991581
18,6,4,beautifulsoup,0.5940048831303852
18,6,5,soup,0.5510169908702451
18,6,6,response,0.5123418803919458
18,6,7,urllib2,0.5036067334382908
18,6,8,html,0.4882483867294045
18,6,9,url url,0.4809119332563545
18,6,10,text,0.45168143159817903
18,6,11,content,0.4322241989781571
18,6,12,json,0.3838606600768677
18,6,13,urllib,0.3826946940903872
18,6,14,urlopen,0.3815535439410077
18,6,15,link,0.3638676948839422
18,7,1,request,1.2745044029512116
18,7,2,form,1.1586724493140927
18,7,3,post,0.9368387055348795
18,7,4,html,0.6485036396705587
18,7,5,forms,0.5895351914112481
18,7,6,user,0.5551710371641874
18,7,7,return,0.54519199284128
18,7,8,request post,0.4445948522636176
18,7,9,view,0.411290064313801
18,7,10,username,0.3553695825149199
18,7,11,flask,0.3466655206558152
18,7,12,password,0.3417453352590698
18,7,13,views,0.3361522193182612
18,7,14,def,0.3152454576230906
18,7,15,render,0.31445555282950227
18,8,1,file,1.6027026707468752
18,8,2,open,0.9252111379973077
18,8,3,files,0.792376095174263
18,8,4,txt,0.6936252255546199
18,8,5,os,0.6805246882279812
18,8,6,csv,0.6463477171576997
18,8,7,line,0.6053562463620944
18,8,8,path,0.59625865027985
18,8,9,read,0.5152284931158103
18,8,10,write,0.4868089410897646
18,8,11,filename,0.4171430177427128
18,8,12,text,0.40346588329659805
18,8,13,os path,0.4027124931390128
18,8,14,text file,0.3885284995049776
18,8,15,directory,0.36585001873561424
18,9,1,print,1.2698655731864223
18,9,2,input,0.7925548131133693
18,9,3,int,0.6028768688739506
18,9,4,number,0.5885132085479645
18,9,5,range,0.5227273231123607
18,9,6,def,0.5052494809516662
18,9,7,return,0.4976233743195831
18,9,8,code,0.4744380887714701
18,9,9,enter,0.4722504710679201
18,9,10,len,0.4215065080571398
18,9,11,function,0.4050996107569117
18,9,12,str,0.39373166127484704
18,9,13,program,0.35996678522821923
18,9,14,loop,0.33032349761320207
18,9,15,numbers,0.32796909017138554
18,10,1,tkinter,0.8493739186914269
18,10,2,button,0.7546590973455526
18,10,3,text,0.6990686363424361
18,10,4,image,0.6414109930389442
18,10,5,label,0.5635922008764777
18,10,6,window,0.5517503822428128
18,10,7,tk,0.5420590735492538
18,10,8,root,0.5117497158513802
18,10,9,pygame,0.4888680512661754
18,10,10,grid,0.4847609883150362
18,10,11,frame,0.47442540313073034
18,10,12,width,0.4587188544066521
18,10,13,pack,0.449640018567067
18,10,14,event,0.4012650689257462
18,10,15,height,0.3933087936119832
18,11,1,django,1.6873125101890123
18,11,2,settings,0.5778005466047961
18,11,3,django contrib,0.5314858922921041
18,11,4,contrib,0.5249358269053972
18,11,5,admin,0.5245744961500359
18,11,6,py,0.511771661152887
18,11,7,urls,0.5022810855850577
18,11,8,app,0.49076765405650974
18,11,9,views,0.42774063471078067
18,11,10,template,0.39708684841883246
18,11,11,url,0.3722171750422265
18,11,12,project,0.3707897785869802
18,11,13,static,0.30769110490826695
18,11,14,auth,0.3041552311817769
18,11,15,settings py,0.2889531733640369
18,12,1,db,0.8721127474024485
18,12,2,database,0.825450805009258
18,12,3,table,0.7962771073574314
18,12,4,query,0.7593246211256518
18,12,5,id,0.6930093517885779
18,12,6,cursor,0.6736447523340637
18,12,7,sql,0.5959743951629941
18,12,8,sqlalchemy,0.5501902417211919
18,12,9,execute,0.5486889221531015
18,12,10,select,0.5198342040738966
18,12,11,mysql,0.5176147120052708
18,12,12,column,0.41048065307150633
18,12,13,insert,0.3675855298827847
18,12,14,connect,0.3477407409974818
18,12,15,cursor execute,0.3119940986101988
18,13,1,00,0.8228954819266313
18,13,2,10,0.5891198991582333
18,13,3,12,0.5880170561076242
18,13,4,01,0.5576485440649019
18,13,5,11,0.5347474370922551
18,13,6,datetime,0.462922320430154
18,13,7,00 00,0.4618888951066538
18,13,8,date,0.4613791068843412
18,13,9,15,0.45986143461703893
18,13,10,13,0.4386845367899266
18,13,11,14,0.3920480872411653
18,13,12,02,0.3868758950055344
18,13,13,20,0.3749171537183088
18,13,14,30,0.35509084359473236
18,13,15,16,0.35074933260230123
18,14,1,plt,1.0229618098610032
18,14,2,plot,0.9414730559194467
18,14,3,matplotlib,0.9253597110058632
18,14,4,ax,0.44844288621489475
18,14,5,pyplot,0.4141780643501197
18,14,6,fig,0.41176323275704985
18,14,7,import matplotlib,0.40027060577134954
18,14,8,figure,0.3791142159581598
18,14,9,matplotlib pyplot,0.36156165218310143
18,14,10,axis,0.33770644595401916
18,14,11,pyplot plt,0.3359391895356911
18,14,12,import,0.31678733010405297
18,14,13,color,0.29905963091492105
18,14,14,np,0.2901058506361398
18,14,15,plt figure,0.2591029660468349
18,15,1,install,1.0657841717875214
18,15,2,pip,0.6932629481230559
18,15,3,installed,0.6909580540260419
18,15,4,module,0.6136253753189885
18,15,5,python,0.5657426434788179
18,15,6,setup,0.5184789018965575
18,15,7,package,0.510585842374304
18,15,8,version,0.4675712854638624
18,15,9,setup py,0.4367901923858571
18,15,10,error,0.4202112361891087
18,15,11,py,0.38964617429460513
18,15,12,pip install,0.3672207137287775
18,15,13,installing,0.36172136538922683
18,15,14,import,0.3441414859308106
18,15,15,windows,0.3378869645396188
18,16,1,script,0.8368662502870611
18,16,2,server,0.7095422438044906
18,16,3,run,0.6523435788320003
18,16,4,socket,0.5291513689755343
18,16,5,python script,0.496140053613265
18,16,6,subprocess,0.49599548863051357
18,16,7,time,0.47815184572208275
18,16,8,process,0.4639275282623089
18,16,9,python,0.4369408124157606
18,16,10,command,0.4162593188703489
18,16,11,client,0.41598081475227955
18,16,12,running,0.4022174122388654
18,16,13,thread,0.3977454315875785
18,16,14,send,0.3812378943834225
18,16,15,start,0.3689483687841855
18,17,1,list,2.0143513354906686
18,17,2,dictionary,0.6539198471341611
18,17,3,lists,0.6087109015451754
18,17,4,value,0.49670825259645196
18,17,5,key,0.47195114977833774
18,17,6,item,0.46048979136914775
18,17,7,values,0.4512976224186184
18,17,8,element,0.4132326915729324
18,17,9,elements,0.37178836321133124
18,17,10,append,0.3598620419855921
18,17,11,items,0.35789049692997105
18,17,12,keys,0.3091734125344739
18,17,13,dict,0.3035576358746872
18,17,14,want,0.27259222165430685
18,17,15,list list,0.24412452836829066
