K,cluster,rank,distance_to_centroid,question_id,title,clean_text
6,1,3,2.0208828,19738465,"Python satellite tracking with Orbitron, pyephem- positions not matching","python satellite tracking with orbitron, pyephem- positions not matching in reading tle and calculating the orbit of satellites, does pyephem regard the earth as the sphere or as the ellipse ?"
6,1,4,2.067387,22732449,Categorical variable in Rpy2 (factor function),categorical variable in rpy2 (factor function) how can i do this in rpy2? mydata is a dataframe and rank is a varaible from 1 to 4 mydata$rank <- factor(mydata$rank)
6,1,5,2.0841258,1602122,Casting vs. coercion in Python,"casting vs. coercion in python in the python documentation and on mailing lists i see that values are sometimes ""cast"", and sometimes ""coerced"". what is the difference?"
6,1,6,2.1064243,15341762,How to determine size (in bytes) of a PyTables array?,how to determine size (in bytes) of a pytables array? how can i determine the size (in bytes) of a pytables array?
6,1,7,2.133642,34124388,How to find indices in a multidimensional array?,"how to find indices in a multidimensional array? if i have the loop for x in multidimensional_array: # do something here can i find i, j such that x = multidimensional_array[i][j]?"
6,1,8,2.177175,1970680,Integer overflow in numpy arrays,"integer overflow in numpy arrays import numpy as np a = np.arange(1000000).reshape(1000,1000) print(a**2) with this code i get this answer. why do i get negative values? [[ 0 1 4 ..., 994009 996004 998001] [ 1000000 1002001 1004004 ..., 3988009 3992004 3996001] [ 4000000 4004001 4008004 ..., 8982009 8988004 8994001] ..., [1871554624 1873548625 1875542628 ..., -434400663 -432404668 -430408671] [-428412672 -426416671 -424420668 ..., 1562593337 1564591332 1566589329] [1568587328 1570585329 1572583332 ..., -733379959 -731379964 -729379967]]"
6,1,9,2.1817465,18902102,What is the equivalent of matlab's smooth3 function in python?,what is the equivalent of matlab's smooth3 function in python? i couldn't find an equivalent of matlab's smooth3 in python. how do you perform 3d smoothing in python?
6,1,10,2.1847868,22456765,Python equivalent for for R matrix operation,"python equivalent for for r matrix operation what is the python/numpy/pandas equivalent for the r code: for (i in 1:n) m1[i,] <- colsums(m2[i,]*m3) many thanks!!"
6,2,1,1.8967446,13176533,How can I put a scrollbar in pygame?,"how can i put a scrollbar in pygame? i was wondering how can i put a scrollbar in a pygame window? please help, thanks"
6,2,2,2.067793,37976477,How to use RoboBrowser to click a button,"how to use robobrowser to click a button how can i click a button with robobrowser? this is the html code: esporta selezionare i valori e premere ""filtra"""
6,2,3,2.1065571,25299624,QGraphicsRectItem move QGraphicsScene,"qgraphicsrectitem move qgraphicsscene this code URL draw a rectangle on the scene. when i move it, it does not move the cursor, and jumping somewhere. what am i doing wrong?"
6,2,4,2.1610308,14284492,How to change text cursor color in Tkinter?,how to change text cursor color in tkinter? i have a text widget with dark background and i can't see the cursor's position. is there any way to change the (blinking) text cursor's color?
6,2,5,2.1705606,34157247,How to show ampersand (&) symbol in python?,"how to show ampersand (&) symbol in python? if i do: self.a= wx.button(self, -1, ""hi&hello"") i get button named: hihello it ignores the & symbol. how can i fix it?"
6,2,6,2.1945064,11207368,Python Window-positioning?,python window-positioning? i tried to open a new window at the same position as another window. my code: window2.set_position(window1.get_position()) but it doesn't work.
6,2,7,2.2220087,12364981,How to delete Tkinter widgets from a window?,how to delete tkinter widgets from a window? i have a list of tkinter widgets that i want to change dynamically. how can i go about completely deleting the widgets from my window?
6,2,8,2.2362857,34935100,Can I use sys.exit() to stop a Tkinter program,can i use sys.exit() to stop a tkinter program is there a problem with using sys.exit() to stop a tkinter program? i know normally people use root.destroy() why is that?
6,2,9,2.2412527,24077760,How to create graphic slider in Python that can be modified with mouse?,how to create graphic slider in python that can be modified with mouse? how can i create a graphic slider similar to a progress bar in pyqt that can be modified from 0 to 100 with mouse?
6,2,10,2.2535822,17046073,keyPressEvent on QDialog using IPython,"keypressevent on qdialog using ipython when escape key was pressed, qdialog will hide automatically. how to use keypressevent for qdialog using ipython?"
6,3,1,1.6787815,5559349,python regular expression,python regular expression whats the regular expression in python for any string without the char '/'. thanks
6,3,2,1.7066799,4413912,Why is print not a function in python?,why is print not a function in python? why is print a keyword in python and not a function?
6,3,3,1.7341094,11475885,python .replace() regex,"python .replace() regex i am trying to do a grab everything after the """
6,3,4,1.8012252,919056,Case insensitive replace,case insensitive replace what's the easiest way to do a case-insensitive string replacement in python?
6,3,5,1.8082417,36139,How do I sort a list of strings in Python?,how do i sort a list of strings in python? what is the best way of creating an alphabetically sorted list in python?
6,3,6,1.9542407,15606138,Remove punctuation from a list of list of strings in python,"remove punctuation from a list of list of strings in python lets say i have a [[""hello, world!""],[""hello!!, world!!""]] i want it to produce [[""hello"",""world""],[""hello"",""world""]]"
6,3,7,1.9616053,22362736,Get string of certain length out of a list,"get string of certain length out of a list what i am after is like this: list1 = [""well"", ""455"", ""antifederalist"", ""mooooooo""] something that pulls ""455"" from the list because of the number of characters."
6,3,8,2.0005407,29597831,How to convert a single number into a single item list in python,how to convert a single number into a single item list in python my solution: >>> i = 2 >>> list1 = [] >>> list1.append(i) >>> list1 [2] is there a more elegant solution?
6,3,9,2.0153983,13356680,Python Convert to date and compare,python convert to date and compare i have two strings like 1352789792.757637 and 1352789919.235815. how to convert them back to time and compare? thanks for help
6,3,10,2.0344567,13167990,Check for strings inside list python,"check for strings inside list python lets say i have a = ""fifa 13"" then i writing ""bla"" and ""13"" in a and result is true... why? bla is not in the a"
6,4,1,1.7100471,2445823,"In Django, what is a one-to-one relationship?","in django, what is a one-to-one relationship? i've always been using foreignkeys."
6,4,2,1.788116,1727429,Implement OpenID in Python,implement openid in python how should i implement openid in python using the openid api?
6,4,3,1.9740115,9125997,How to call subclass methods in a superclass in Python,how to call subclass methods in a superclass in python i want to know how to call subclass methods in the superclass.
6,4,4,2.0264592,15147189,Class attr and methods,"class attr and methods with class attributes and methods, to reference them within the class, should we use classname. or self."
6,4,5,2.0774214,1640054,Multiple CouchDB Document fetch with couchdb-python,"multiple couchdb document fetch with couchdb-python how to fetch multiple documents from couchdb, in particular with couchdb-python?"
6,4,6,2.0900748,39660927,What method is equivalent to_internal_value in DRF 2?,what method is equivalent to_internal_value in drf 2? i can not find this in the documentation. i remember that i used such a method in drf 2 but can not recall the name.
6,4,7,2.0900981,3175925,best python lib to make the textarea safe in the web page when user submit,best python lib to make the textarea safe in the web page when user submit i want to clean some tag like :
6,4,8,2.0962992,6000205,How to get an app name using python in django,"how to get an app name using python in django if you are in the view and want to retrieve the app name using python ( the app name will be used for further logic ), how would you do it ?"
6,4,9,2.098416,35692719,How to get the length of a cursor from mongodb using python?,how to get the length of a cursor from mongodb using python? i'm looking for a feasible way to get the length of cursor got from mongodb.
6,4,10,2.1204062,18232150,All expressions from one page,"all expressions from one page i have this code to retrieve information from a page: def between_strings(source, start='"
6,5,1,1.4488378,697594,How to integrate BIRT with Python,how to integrate birt with python has anyone ever tried that?
6,5,2,1.459329,35510666,"Python/Selenium click on <div class=""foo'>",python/selenium click on is it possible?
6,5,3,1.5679795,38008453,Flask not interacting with Ajax,flask not interacting with ajax this script
6,5,4,1.6171067,113007,Writing to the windows logs in Python,writing to the windows logs in python is it possible to write to the windows logs in python?
6,5,5,1.7311594,15941956,Python installation on aix,python installation on aix is it possible to install python on aix server. i have installed it on linux and windows but not able to find the correct installables for aix
6,5,6,1.7899674,30677288,Threading [Python/Threading],threading [python/threading] [edit] question has been completed.
6,5,7,1.7995102,1554362,reading midi input,reading midi input is there a module to read midi input (live) with python?
6,5,8,1.8054005,295670,What is a partial class?,what is a partial class? what is and how can it be used in c#. can you use the same concept in python/perl?
6,5,9,1.8282233,1189253,How do I resolve an SRV record in Python?,how do i resolve an srv record in python? something which doesn't rely on native libraries would be better.
6,5,10,1.8327712,1111356,Is there anything like HTTP::Recorder for Python?,is there anything like http::recorder for python? i really like perl's http::recorder. is there something like it for python?
